Date,Product,Quantity,Region
2024-11-28,Shoes,11,North
2025-01-21,Hat,19,East
2024-04-01,Shirt,17,North
2024-09-17,Jacket,4,West
2025-03-15,Watch,11,North
2025-10-04,Jacket,20,West
2025-11-22,Watch,8,South
2025-12-29,Shirt,5,East
2024-07-29,Bag,18,West
2024-06-30,Jacket,20,South
2024-03-22,Pants,7,North
2025-01-23,Hat,5,East
2025-07-24,Shirt,9,East
2025-01-26,Watch,1,South
2025-08-11,Hat,7,West
2024-05-22,Hat,13,North
2025-05-19,Bag,11,South
2025-03-25,Bag,11,South
2024-09-20,Shirt,11,South
2024-04-04,Bag,5,North
2024-09-22,Shoes,14,North
2025-12-19,Pants,16,South
2025-03-22,Pants,13,West
2024-03-17,Bag,18,South
2024-03-29,Hat,7,West
2025-01-16,Watch,14,East
2024-12-04,Shoes,1,North
2024-09-20,Shirt,20,South
2024-01-29,Pants,15,North
2025-09-03,Jacket,7,North
2025-07-25,Bag,7,East
2025-08-11,Hat,19,North
2025-01-04,Watch,13,West
2024-10-24,Watch,14,South
2025-01-31,Pants,18,North
2025-03-29,Shoes,13,North
2025-05-04,Jacket,19,North
2025-01-31,Shoes,11,South
2025-09-01,Shoes,2,East
2024-01-30,Hat,15,North
2025-03-06,Hat,2,West
2025-11-04,Watch,6,East
2024-07-04,Hat,2,East
2025-03-09,Bag,10,West
2025-08-05,Hat,14,North
2025-08-10,Bag,12,South
2025-01-22,Pants,5,South
2025-11-18,Hat,3,North
2025-12-26,Pants,17,South
2024-02-17,Shirt,4,East
2025-04-21,Hat,7,North
2024-05-11,Jacket,4,North
2025-02-24,Bag,5,North
2024-06-26,Watch,16,North
2025-02-11,Shoes,4,South
2025-03-18,Hat,3,South
2025-09-30,Pants,2,West
2024-07-03,Pants,1,West
2025-03-10,Shirt,7,West
2024-06-07,Hat,8,South
2024-04-27,Shoes,8,North
2025-06-20,Watch,15,West
2025-01-25,Shirt,4,East
2025-03-09,Hat,7,North
2025-11-01,Watch,2,East
2025-05-07,Shirt,6,South
2024-12-17,Shirt,6,South
2024-07-06,Bag,7,South
2024-04-30,Bag,11,South
2024-08-12,Shoes,19,South
2024-07-05,Shoes,13,South
2025-09-23,Bag,16,South
2025-12-22,Shirt,17,South
2025-10-04,Jacket,17,East
2024-05-01,Hat,16,North
2024-11-16,Pants,12,North
2025-12-29,Shoes,15,East
2024-08-04,Jacket,8,East
2024-10-21,Bag,17,West
2025-10-21,Shoes,8,North
2025-02-22,Jacket,4,North
2025-03-13,Watch,20,North
2024-06-23,Jacket,7,North
2024-07-29,Bag,20,South
2024-04-21,Pants,19,North
2025-04-17,Shoes,15,North
2024-05-10,Hat,14,West
2024-07-22,Shoes,5,North
2025-07-09,Jacket,5,East
2025-08-08,Shoes,17,South
2024-04-17,Bag,16,East
2024-09-17,Hat,16,East
2024-10-27,Shoes,3,North
2024-02-12,Jacket,5,South
2024-05-02,Bag,9,West
2025-10-24,Hat,8,West
2025-11-16,Shirt,3,North
2025-03-03,Jacket,13,East
2024-05-19,Pants,9,West
2025-01-30,Shoes,14,North
2025-08-22,Watch,17,West
2025-08-14,Pants,10,North
2024-10-12,Shoes,10,East
2024-01-15,Watch,15,East
2024-01-06,Shoes,18,East
2024-01-26,Bag,20,West
2025-10-17,Jacket,9,East
2024-07-07,Shoes,2,South
2024-01-02,Shoes,13,West
2024-04-26,Bag,20,West
2024-10-30,Bag,15,North
2024-11-28,Shoes,4,East
2025-01-20,Hat,6,North
2024-08-02,Bag,2,South
2024-08-20,Hat,8,North
2024-09-20,Pants,15,South
2025-12-15,Jacket,19,North
2024-10-13,Shirt,18,North
2025-06-01,Shirt,14,South
2025-07-01,Jacket,10,East
2025-07-31,Jacket,1,North
2025-10-02,Shoes,8,West
2025-09-05,Shoes,12,East
2024-04-28,Shoes,7,East
2025-07-26,Shoes,4,West
2025-12-01,Shirt,2,West
2025-10-30,Shoes,15,West
2024-12-25,Jacket,16,West
2024-05-17,Hat,11,East
2025-08-19,Watch,12,South
2024-02-15,Hat,2,North
2025-08-22,Shirt,1,East
2025-07-19,Watch,18,North
2024-03-23,Shoes,11,South
2024-05-22,Shirt,10,South
2025-12-15,Pants,12,East
2025-07-10,Jacket,12,East
2025-11-04,Shoes,12,South
2025-01-24,Jacket,14,South
2025-07-01,Shoes,17,South
2025-07-13,Shirt,15,West
2024-12-08,Bag,1,East
2025-11-16,Pants,12,West
2025-04-10,Pants,10,East
2024-09-22,Shirt,20,North
2025-07-19,Watch,10,South
2025-05-02,Watch,1,East
2025-06-27,Shirt,17,West
2025-07-25,Jacket,4,North
2025-07-19,Shoes,14,North
2025-02-19,Hat,11,South
2025-04-20,Shoes,12,West
2025-08-21,Shirt,15,West
2024-01-30,Pants,16,East
2025-01-25,Shirt,15,East
2024-01-16,Hat,16,West
2025-10-30,Shoes,16,South
2024-11-25,Bag,4,East
2024-11-30,Shirt,2,South
2024-07-13,Watch,6,South
2025-09-26,Pants,19,South
2024-01-28,Shirt,18,South
2024-08-03,Watch,1,East
2025-12-24,Bag,7,North
2025-11-04,Hat,15,East
2025-10-29,Hat,17,West
2025-04-28,Pants,5,East
2025-02-12,Hat,13,West
2025-06-06,Shirt,2,West
2024-06-16,Shoes,10,North
2025-08-15,Bag,17,North
2024-08-25,Shoes,1,East
2025-12-25,Bag,7,East
2024-05-09,Bag,19,South
2024-02-22,Bag,2,East
2025-04-11,Hat,19,East
2024-12-15,Hat,18,South
2024-10-08,Shirt,18,North
2024-05-12,Watch,20,East
2024-07-13,Shoes,4,South
2024-07-15,Hat,13,East
2024-01-10,Watch,18,East
2025-03-25,Watch,18,West
2024-04-25,Pants,16,South
2025-09-02,Shoes,19,North
2024-02-19,Jacket,12,West
2024-07-04,Watch,13,South
2025-04-07,Watch,14,North
2024-06-30,Hat,14,East
2024-03-24,Hat,11,West
2025-08-15,Jacket,20,North
2025-02-10,Pants,17,North
2025-02-28,Bag,13,East
2024-07-23,Bag,9,West
2025-07-20,Shoes,9,South
2025-01-25,Jacket,5,North
2024-09-19,Pants,16,South
2024-09-17,Shoes,8,North
2025-04-22,Shirt,14,East
2024-04-04,Pants,10,South
2025-10-01,Jacket,5,East
2024-04-19,Watch,8,East
2025-12-22,Pants,11,West
2025-12-22,Jacket,18,West
2024-12-18,Watch,12,West
2024-07-27,Pants,15,West
2024-12-30,Watch,11,North
2025-11-24,Watch,11,South
2024-10-13,Shirt,1,East
2024-11-21,Pants,14,East
2025-03-25,Hat,9,West
2025-01-23,Bag,5,South
2025-05-26,Bag,12,North
2024-10-07,Watch,8,South
2024-10-26,Hat,2,North
2025-02-26,Hat,13,South
2024-05-27,Hat,18,East
2024-01-07,Pants,18,East
2024-12-27,Pants,10,West
2024-06-25,Jacket,12,East
2025-06-12,Bag,12,North
2025-01-26,Shirt,10,West
2024-12-08,Bag,16,North
2025-07-21,Shoes,11,South
2024-02-21,Hat,11,South
2024-01-22,Shoes,10,East
2025-12-31,Jacket,5,South
2025-02-17,Bag,13,East
2024-07-12,Hat,8,South
2025-09-02,Jacket,9,West
2024-05-04,Bag,6,West
2025-01-29,Shoes,16,West
2024-01-27,Bag,16,West
2025-08-20,Watch,8,West
2025-02-17,Watch,6,South
2024-03-08,Watch,20,North
2024-05-29,Watch,1,West
2025-06-17,Shoes,1,North
2025-12-01,Jacket,3,North
2025-02-12,Watch,16,East
2024-01-19,Shoes,17,North
2024-09-28,Shoes,14,East
2025-01-19,Pants,14,East
2024-05-21,Shirt,6,East
2024-06-09,Hat,16,East
2024-09-30,Jacket,6,West
2025-04-15,Shirt,4,South
2025-05-10,Watch,19,South
2024-08-27,Bag,9,South
2024-10-23,Hat,8,South
2024-08-18,Shirt,10,East
2024-09-19,Shirt,18,West
2024-09-04,Shoes,1,North
2024-12-25,Bag,17,South
2025-07-02,Hat,12,North
2024-05-07,Shoes,13,North
2025-05-26,Jacket,13,West
2024-04-20,Watch,5,East
2024-03-18,Bag,8,East
2024-12-23,Shirt,12,North
2025-04-19,Jacket,12,North
2024-10-14,Pants,5,East
2025-09-19,Shoes,2,South
2024-09-13,Pants,13,East
2025-09-17,Jacket,14,North
2025-08-12,Pants,8,South
2024-04-12,Shoes,7,East
2024-07-11,Shoes,6,West
2024-02-13,Shirt,4,North
2024-03-12,Watch,8,South
2025-06-11,Pants,13,West
2024-01-11,Jacket,11,North
2025-07-17,Pants,2,South
2024-05-28,Watch,15,West
2024-02-24,Hat,2,South
2025-06-18,Watch,4,East
2025-10-11,Shoes,17,South
2025-01-12,Hat,6,West
2024-01-28,Shirt,20,West
2025-06-06,Pants,16,West
2024-09-26,Pants,1,East
2025-03-21,Pants,7,North
2025-08-29,Shirt,1,West
2024-08-17,Shoes,12,West
2024-09-22,Watch,20,North
2025-07-09,Bag,14,North
2025-11-20,Watch,10,North
2025-12-01,Pants,8,West
2025-05-16,Shoes,4,North
2024-09-28,Bag,1,South
2025-05-15,Shirt,11,East
2024-03-18,Hat,12,East
2025-04-19,Bag,19,South
2025-03-05,Hat,15,West
2024-02-04,Bag,19,South
2024-01-22,Hat,1,West
2025-11-09,Bag,13,West
2024-06-24,Shoes,12,South
2025-10-30,Hat,9,West
2024-07-29,Shirt,9,West
2024-01-05,Bag,8,East
2025-03-05,Jacket,15,East
2024-03-12,Hat,7,West
2024-06-30,Bag,9,South
2024-04-16,Watch,5,South
2025-10-29,Bag,12,North
2024-06-19,Pants,13,East
2025-03-02,Pants,14,East
2025-10-20,Shirt,1,West
2024-10-03,Shirt,6,South
2025-09-27,Shoes,3,West
2024-09-18,Shirt,4,North
2024-08-03,Bag,11,East
2025-12-21,Pants,13,East
2025-06-21,Shoes,14,East
2024-01-28,Hat,19,South
2024-02-17,Shoes,11,South
2025-01-22,Shirt,17,West
2025-07-21,Jacket,17,East
2024-03-25,Hat,13,North
2024-07-21,Bag,4,East
2024-06-28,Pants,8,North
2025-11-02,Pants,3,South
2024-11-26,Bag,3,South
2025-07-08,Shirt,20,South
2024-02-29,Hat,12,South
2024-05-07,Pants,16,North
2025-03-02,Pants,7,North
2025-11-28,Shoes,20,West
2025-02-04,Bag,8,North
2025-05-26,Bag,12,North
2024-08-11,Bag,10,East
2024-09-12,Watch,10,North
2025-02-27,Shirt,2,West
2024-10-16,Hat,9,East
2024-07-30,Shirt,20,West
2025-12-01,Watch,9,West
2025-11-19,Jacket,5,North
2024-10-02,Pants,19,South
2024-05-28,Watch,2,North
2024-02-03,Watch,3,East
2025-06-23,Shoes,6,East
2024-03-21,Bag,20,South
2025-10-04,Shoes,4,West
2024-06-16,Watch,18,West
2025-01-20,Bag,6,South
2025-02-27,Pants,10,South
2025-03-30,Shoes,12,North
2024-08-27,Jacket,17,East
2025-05-11,Shirt,1,East
2025-08-22,Bag,20,North
2024-06-02,Hat,4,North
2024-03-26,Pants,15,North
2024-01-07,Jacket,8,North
2025-12-13,Bag,6,West
2025-03-02,Shoes,10,West
2024-04-30,Watch,11,East
2024-05-13,Watch,4,East
2024-10-28,Jacket,6,South
2025-11-25,Pants,7,East
2024-09-09,Shoes,15,East
2025-07-27,Shirt,12,South
2025-05-28,Jacket,4,East
2025-11-12,Jacket,3,South
2025-10-24,Bag,3,North
2024-04-05,Watch,19,West
2024-09-09,Shirt,11,West
2024-01-02,Shoes,9,West
2025-10-23,Watch,2,North
2024-08-07,Jacket,18,North
2024-03-29,Pants,2,South
2025-12-29,Pants,2,South
2025-07-27,Jacket,2,East
2024-08-14,Watch,11,East
2025-07-14,Pants,13,North
2024-03-06,Hat,13,North
2024-03-20,Watch,3,South
2024-11-01,Hat,8,West
2024-07-27,Watch,10,North
2025-08-29,Bag,15,East
2025-05-18,Shoes,8,East
2024-01-27,Bag,17,South
2024-12-23,Bag,12,West
2025-02-03,Bag,18,North
2025-02-09,Hat,3,West
2024-07-29,Shirt,6,North
2025-05-17,Pants,15,West
2024-10-11,Jacket,8,West
2025-04-05,Pants,20,East
2024-11-22,Shirt,5,West
2025-12-21,Shirt,15,West
2025-12-14,Shoes,6,South
2025-04-28,Bag,3,South
2024-11-12,Bag,10,South
2024-02-28,Hat,12,North
2024-01-08,Jacket,1,South
2025-05-19,Pants,10,East
2025-10-26,Hat,2,East
2025-12-02,Bag,17,North
2024-07-22,Pants,18,South
2025-02-24,Bag,13,North
2025-02-13,Hat,1,East
2025-10-20,Bag,13,West
2024-05-22,Pants,7,East
2024-08-30,Shoes,14,North
2024-01-18,Jacket,6,South
2024-07-10,Watch,18,East
2024-12-26,Bag,6,North
2024-07-15,Hat,18,East
2024-04-13,Shirt,8,North
2025-06-17,Shirt,14,South
2024-09-02,Shoes,5,South
2024-07-09,Hat,17,North
2025-03-12,Hat,7,East
2025-11-09,Pants,20,West
2025-05-31,Pants,11,West
2024-11-12,Shirt,6,South
2024-02-05,Bag,11,East
2025-06-23,Watch,16,West
2025-01-13,Hat,9,North
2025-11-27,Shirt,12,South
2024-02-14,Watch,17,East
2025-02-25,Shoes,18,West
2025-07-05,Jacket,8,South
2024-12-20,Jacket,19,West
2025-01-19,Bag,14,East
2025-10-16,Shirt,4,West
2024-06-01,Jacket,20,South
2024-01-07,Pants,17,West
2024-08-17,Bag,17,North
2024-09-05,Shirt,6,South
2025-07-03,Hat,8,West
2025-07-11,Shirt,13,West
2024-11-01,Pants,20,North
2024-02-13,Shoes,9,North
2025-09-05,Watch,8,South
2024-08-06,Watch,13,West
2024-03-07,Pants,2,East
2025-08-29,Shoes,10,South
2025-12-07,Pants,14,West
2024-05-19,Pants,8,North
2024-06-19,Watch,18,East
2025-03-06,Watch,20,North
2025-10-06,Hat,1,North
2024-03-11,Watch,10,East
2025-04-10,Jacket,17,East
2025-06-06,Pants,13,East
2024-05-30,Pants,19,North
2024-08-21,Watch,7,South
2025-07-21,Jacket,16,West
2025-04-17,Bag,14,East
2025-10-07,Hat,5,West
2025-03-08,Shirt,10,West
2025-11-05,Watch,20,West
2025-04-30,Pants,10,East
2025-01-18,Hat,17,West
2024-12-09,Bag,13,West
2024-07-28,Shirt,10,South
2025-10-20,Shirt,6,East
2024-02-17,Shoes,13,South
2024-03-28,Jacket,12,East
2025-04-14,Shoes,9,North
2025-08-15,Hat,1,West
2025-04-15,Jacket,9,North
2024-03-16,Hat,4,West
2025-06-15,Shoes,9,South
2025-04-20,Bag,19,South
2024-10-28,Shoes,15,West
2025-11-30,Shoes,17,East
2024-01-31,Bag,7,East
2025-09-21,Watch,14,North
2024-09-24,Shoes,19,East
2024-03-25,Watch,20,West
2024-02-01,Hat,16,North
2024-02-02,Pants,8,South
2025-10-28,Hat,15,South
2024-10-25,Shoes,3,West
2024-07-13,Shoes,14,South
2025-12-24,Watch,13,North
2025-02-13,Shoes,20,North
2024-10-03,Pants,13,West
2024-05-14,Bag,5,South
2025-05-16,Bag,3,West
2024-10-10,Jacket,5,East
2024-05-03,Pants,6,North
2024-11-26,Shoes,3,East
2025-06-07,Pants,1,South
2025-05-24,Hat,13,North
2024-09-06,Shoes,19,East
2024-12-01,Watch,15,West
2024-03-18,Shoes,1,South
2024-06-12,Shirt,8,West
2024-02-28,Jacket,6,East
2025-08-22,Hat,5,South
2024-11-14,Shoes,14,North
2025-12-03,Bag,8,South
2024-08-14,Shoes,10,West
2024-06-17,Bag,17,South
2024-03-12,Watch,3,South
2024-05-11,Hat,13,West
2025-03-17,Bag,15,West
2025-06-15,Bag,1,North
2024-11-25,Watch,13,West
2025-02-15,Bag,6,North
2024-07-03,Jacket,20,West
2025-06-09,Bag,12,South
2025-04-10,Shirt,18,West
2025-01-04,Watch,11,North
2024-08-26,Hat,15,East
2025-01-01,Bag,7,South
2025-05-03,Watch,8,North
2024-03-30,Shirt,1,West
2025-06-07,Jacket,7,West
2024-05-09,Pants,12,North
2025-07-30,Pants,13,South
2025-10-04,Jacket,9,North
2025-08-27,Hat,15,South
2024-04-01,Shirt,12,South
2025-06-20,Hat,13,West
2025-12-25,Hat,13,West
2024-09-20,Shirt,11,South
2024-04-27,Hat,16,North
2024-04-09,Shirt,4,North
2025-03-26,Bag,1,South
2025-01-15,Shoes,3,East
2025-02-21,Shirt,7,North
2025-06-20,Hat,19,West
2024-07-04,Shoes,9,North
2024-04-14,Shoes,2,North
2025-11-14,Shoes,5,South
2025-06-30,Shoes,18,South
2025-04-27,Bag,13,East
2024-03-19,Shoes,19,North
2024-06-09,Bag,15,South
2025-05-27,Jacket,1,East
2025-06-11,Shirt,11,West
2024-09-30,Watch,14,East
2024-10-13,Jacket,12,North
2024-12-07,Bag,13,South
2025-03-26,Shoes,13,South
2025-09-22,Hat,4,South
2025-07-02,Hat,17,South
2024-11-22,Watch,18,North
2024-12-11,Bag,11,West
2025-03-01,Hat,17,North
2024-11-05,Shoes,5,South
2024-07-15,Pants,2,North
2025-06-09,Bag,6,North
2024-07-23,Hat,3,East
2024-01-18,Hat,18,West
2024-04-18,Shoes,15,North
2025-08-29,Pants,20,South
2025-09-14,Shoes,1,South
2024-03-23,Pants,6,North
2024-08-21,Hat,19,North
2024-12-23,Shirt,7,East
2025-04-01,Jacket,9,West
2025-05-24,Pants,2,East
2024-08-04,Bag,17,East
2024-03-07,Bag,2,East
2025-10-01,Bag,13,South
2025-06-16,Hat,9,North
2024-05-09,Shirt,17,East
2024-05-06,Bag,12,South
2024-09-03,Bag,9,South
2025-03-15,Pants,15,South
2024-10-19,Jacket,12,East
2024-06-27,Hat,1,South
2024-09-27,Bag,2,North
2024-05-21,Jacket,17,North
2025-12-01,Hat,14,South
2025-03-19,Jacket,11,North
2024-10-27,Hat,10,South
2025-06-17,Pants,19,South
2025-10-05,Shirt,19,West
2024-03-28,Bag,4,West
2024-07-07,Pants,6,East
2025-09-24,Watch,14,East
2024-08-14,Bag,9,West
2025-11-28,Watch,11,East
2024-05-07,Bag,14,South
2024-11-23,Shirt,10,West
2025-08-09,Shoes,20,West
2025-09-07,Shoes,7,East
2025-08-02,Shirt,14,East
2024-03-18,Bag,5,East
2025-06-03,Hat,10,South
2024-10-15,Pants,2,South
2024-11-10,Watch,6,South
2025-01-04,Jacket,6,North
2024-01-26,Shirt,11,East
2024-10-01,Hat,5,North
2025-01-29,Watch,1,South
2024-01-02,Watch,15,East
2024-11-27,Shirt,11,West
2025-07-05,Shirt,11,East
2024-12-26,Shoes,17,North
2025-09-07,Bag,9,South
2024-02-26,Pants,6,South
2025-08-08,Watch,13,West
2025-08-28,Bag,17,North
2024-05-02,Jacket,15,South
2024-06-20,Shirt,14,South
2025-04-07,Jacket,9,East
2025-01-09,Jacket,10,West
2024-02-18,Hat,15,West
2025-06-16,Shirt,11,North
2024-09-27,Hat,19,North
2024-06-05,Watch,13,West
2024-01-17,Jacket,10,West
2025-03-12,Pants,1,North
2024-10-26,Bag,6,West
2024-04-22,Jacket,16,West
2024-01-12,Shirt,18,East
2024-11-20,Watch,4,North
2024-02-16,Hat,20,North
2025-12-26,Bag,17,South
2025-12-15,Pants,14,East
2024-03-05,Jacket,11,East
2025-02-13,Bag,4,North
2024-05-12,Shoes,10,South
2025-01-15,Pants,1,West
2025-12-25,Watch,7,East
2024-06-16,Bag,19,North
2025-11-01,Pants,14,North
2025-04-15,Hat,10,South
2024-04-16,Jacket,17,West
2024-11-02,Shirt,14,North
2024-03-31,Watch,10,South
2024-10-19,Shirt,4,South
2025-12-07,Watch,11,South
2025-10-27,Watch,7,East
2024-08-10,Bag,13,North
2024-05-16,Shirt,20,North
2024-05-28,Pants,1,East
2025-04-07,Pants,3,East
2024-10-29,Shoes,16,West
2024-07-30,Hat,17,North
2024-07-15,Hat,20,West
2024-02-11,Jacket,12,South
2024-02-23,Jacket,19,North
2024-02-07,Shoes,14,East
2025-03-24,Pants,8,West
2024-06-03,Bag,8,North
2025-01-20,Shirt,17,South
2024-12-16,Shoes,17,West
2024-03-06,Pants,7,West
2024-08-05,Hat,6,West
2024-06-09,Watch,9,South
2024-10-12,Watch,7,South
2025-08-22,Bag,6,North
2024-03-19,Watch,10,East
2024-09-21,Watch,10,South
2025-02-05,Bag,3,West
2024-08-28,Bag,5,East
2025-01-17,Hat,12,South
2025-10-15,Watch,11,West
2024-08-05,Shoes,6,West
2024-06-08,Shirt,13,East
2024-10-08,Hat,9,South
2025-06-05,Pants,3,South
2024-11-13,Shoes,15,North
2024-03-18,Hat,11,West
2025-06-22,Watch,18,West
2025-01-18,Hat,7,North
2024-07-25,Shoes,7,East
2024-06-08,Watch,2,East
2025-03-26,Hat,18,East
2024-12-01,Pants,1,East
2024-08-09,Hat,9,South
2024-04-05,Shoes,15,West
2025-12-18,Jacket,5,West
2024-05-10,Watch,9,North
2025-06-16,Watch,15,West
2025-07-02,Pants,6,East
2025-03-13,Shirt,7,South
2024-11-14,Jacket,3,North
2024-10-22,Pants,2,West
2024-11-15,Hat,17,East
2025-04-12,Bag,14,South
2025-02-11,Hat,12,North
2025-09-12,Shirt,18,West
2024-10-09,Shirt,9,South
2024-01-27,Shirt,1,North
2025-03-24,Bag,17,West
2025-11-16,Jacket,14,South
2025-11-09,Hat,7,North
2024-05-15,Jacket,16,North
2025-10-29,Watch,9,South
2025-02-15,Watch,15,North
2024-05-10,Bag,10,North
2024-12-23,Hat,19,South
2025-07-03,Pants,11,West
2024-12-13,Shoes,18,North
2024-06-02,Shirt,5,North
2024-04-03,Shirt,17,South
2025-11-09,Shoes,5,North
2025-01-17,Jacket,9,East
2024-08-25,Jacket,4,West
2024-06-03,Hat,10,North
2025-01-28,Bag,2,West
2025-03-04,Pants,20,East
2024-05-06,Shirt,17,East
2024-12-31,Watch,11,North
2025-07-26,Watch,10,South
2024-11-07,Shoes,4,North
2025-09-14,Bag,1,East
2024-04-12,Jacket,17,West
2025-03-06,Pants,2,South
2024-07-24,Shoes,16,South
2024-06-01,Pants,2,North
2025-06-12,Pants,20,West
2025-10-08,Shirt,12,West
2024-04-29,Pants,12,East
2025-05-18,Shoes,17,South
2024-03-19,Hat,8,North
2024-02-05,Bag,10,South
2024-01-03,Pants,17,South
2025-07-06,Shoes,18,South
2024-11-11,Shirt,8,North
2024-04-04,Watch,12,West
2025-08-02,Hat,10,West
2025-11-16,Jacket,13,South
2024-09-05,Shoes,9,West
2024-09-10,Pants,8,West
2024-11-28,Shirt,13,East
2024-03-02,Pants,7,South
2025-05-19,Shirt,12,North
2024-10-01,Shoes,13,South
2025-01-24,Shoes,15,North
2024-09-01,Hat,5,South
2025-09-28,Hat,13,South
2025-04-14,Shirt,15,South
2024-07-14,Watch,20,West
2025-11-01,Bag,2,South
2025-11-22,Pants,15,South
2025-07-29,Watch,15,East
2024-11-11,Watch,3,East
2025-09-08,Bag,10,West
2025-05-15,Pants,4,South
2025-07-04,Hat,10,North
2024-05-27,Watch,1,South
2025-03-31,Bag,11,West
2025-04-17,Shirt,11,East
2025-09-28,Jacket,14,West
2024-08-25,Shoes,15,West
2024-02-22,Shirt,15,South
2024-12-31,Jacket,8,North
2025-02-12,Watch,19,North
2025-03-06,Bag,16,South
2025-05-07,Pants,1,South
2024-10-14,Shoes,9,West
2025-09-14,Hat,18,West
2024-11-03,Watch,7,South
2024-10-05,Hat,1,North
2024-11-08,Jacket,9,East
2025-03-25,Jacket,9,South
2024-09-10,Pants,9,North
2024-06-26,Shoes,12,West
2024-02-05,Watch,20,North
2024-05-04,Shoes,20,South
2025-12-26,Pants,18,North
2024-12-09,Shirt,10,East
2024-05-27,Watch,11,South
2025-03-17,Jacket,7,North
2025-06-25,Hat,16,East
2025-10-07,Jacket,5,North
2025-04-16,Shoes,2,East
2025-08-11,Jacket,13,North
2024-04-04,Shirt,4,South
2024-12-29,Pants,6,South
2024-07-16,Shoes,16,North
2025-03-05,Shirt,10,East
2025-11-29,Jacket,16,South
2025-06-04,Shoes,1,West
2025-07-10,Bag,5,West
2024-11-25,Pants,16,South
2025-02-01,Hat,9,South
2025-06-20,Shoes,10,East
2024-01-19,Watch,13,North
2025-04-07,Shoes,5,West
2025-10-01,Pants,2,South
2024-05-06,Jacket,10,East
2025-11-18,Watch,2,South
2024-05-07,Shoes,10,North
2025-08-10,Pants,18,West
2024-04-17,Watch,11,West
2025-03-28,Shoes,15,East
2024-11-19,Bag,19,East
2024-07-05,Watch,17,West
2024-02-29,Watch,15,North
2025-07-09,Bag,2,North
2025-09-04,Bag,13,North
2024-01-26,Hat,13,North
2024-10-04,Bag,2,East
2024-03-04,Bag,10,West
2024-05-04,Shirt,13,East
2024-11-11,Jacket,12,East
2024-06-11,Jacket,20,West
2024-05-23,Jacket,5,North
2024-06-26,Shirt,14,South
2025-10-21,Pants,2,West
2025-04-06,Hat,18,South
2024-02-02,Shoes,3,West
2025-06-16,Pants,1,South
2025-04-15,Watch,3,West
2025-08-10,Jacket,11,South
2024-10-28,Bag,19,West
2025-06-04,Shirt,10,East
2024-03-13,Pants,6,West
2024-09-18,Pants,10,North
2025-01-23,Pants,12,West
2024-09-23,Shoes,20,North
2025-10-11,Hat,1,West
2025-10-19,Bag,11,North
2025-10-17,Shirt,2,East
2024-07-01,Jacket,10,North
2025-04-24,Shoes,14,South
2024-05-07,Shirt,17,South
2024-03-15,Shirt,5,East
2024-03-19,Bag,5,North
2024-01-02,Shirt,16,South
2024-04-23,Pants,5,East
2024-02-01,Watch,12,West
2025-02-22,Shoes,4,West
2024-12-26,Shoes,3,North
2025-12-22,Hat,20,North
2025-01-25,Jacket,2,East
2024-07-10,Shoes,1,West
2025-07-11,Pants,13,North
2025-04-22,Shoes,13,East
2025-06-22,Bag,8,West
2024-06-20,Jacket,15,East
2024-08-12,Pants,2,West
2024-04-22,Pants,8,South
2025-09-13,Shoes,9,South
2024-06-02,Jacket,4,West
2025-10-09,Shirt,17,West
2024-02-11,Watch,17,South
2024-10-26,Pants,13,South
2024-10-24,Shirt,18,West
2025-03-17,Watch,17,West
2024-06-27,Pants,7,North
2024-04-06,Watch,2,North
2024-03-09,Jacket,11,North
2024-07-08,Shoes,8,West
2024-12-05,Watch,7,North
2025-02-05,Watch,4,West
2024-11-12,Hat,9,South
2025-11-02,Shoes,5,South
2025-06-28,Watch,4,West
2024-05-11,Hat,15,North
2025-04-04,Pants,16,East
2024-06-22,Watch,7,West
2025-10-13,Hat,8,East
2025-05-01,Jacket,20,West
2025-03-18,Jacket,17,North
2024-01-23,Pants,11,East
2024-04-25,Hat,13,North
2024-04-20,Jacket,3,South
2024-01-14,Jacket,9,South
2025-01-18,Bag,8,East
2025-09-06,Bag,13,South
2025-12-25,Shoes,6,North
2024-08-02,Pants,9,South
2025-04-20,Jacket,1,East
2025-01-10,Jacket,15,North
2024-07-27,Shoes,14,North
2024-12-18,Watch,1,North
2024-05-25,Shirt,19,East
2025-09-09,Bag,2,East
2024-02-03,Shoes,4,North
2024-07-08,Shoes,13,East
2024-07-15,Hat,19,East
2024-01-17,Shoes,19,South
2024-03-26,Shirt,5,West
2025-08-30,Hat,7,North
2025-06-17,Jacket,1,North
2024-04-12,Pants,18,West
2025-09-29,Watch,17,East
2025-02-26,Watch,16,South
2025-01-10,Shoes,13,North
2025-07-23,Shirt,9,South
2025-08-08,Pants,9,East
2025-10-07,Bag,1,South
2025-03-24,Watch,18,West
2025-04-15,Hat,6,East
2025-04-24,Pants,20,South
2024-08-10,Shirt,3,West
2024-08-23,Shirt,11,South
2025-01-17,Pants,7,South
2025-04-30,Bag,3,South
2024-11-08,Bag,19,West
2025-05-13,Pants,13,South
2024-11-25,Watch,1,South
2025-11-11,Jacket,19,North
2024-02-07,Bag,19,East
2025-09-24,Watch,19,East
2024-09-25,Shirt,1,West
2025-09-09,Pants,7,West
2025-10-11,Hat,18,West
2024-02-05,Shoes,8,East
2025-02-15,Bag,3,South
2024-02-16,Shoes,8,West
2025-08-29,Hat,6,East
2025-03-01,Shirt,18,South
2025-08-20,Jacket,17,East
